3,0,M,31000,0.000005,0.029564
3,1,M,92000,0.000009,0.117302
3,2,M,16000,0.000010,0.132561
3,3,M,73000,0.000012,0.202179
3,4,M,62000,0.000012,0.261307
3,5,M,42000,0.000014,0.301361
3,6,M,11000,0.000014,0.311852
3,7,M,38000,0.000015,0.348091
3,8,M,99000,0.000017,0.442505
3,9,F,42000,0.000018,0.402451
3,10,M,95000,0.000018,0.493050
3,11,M,81000,0.000019,0.570297
3,12,M,27000,0.000020,0.596046
3,13,M,97000,0.000021,0.688553
3,14,F,11000,0.000021,0.678062
3,15,M,89000,0.000023,0.678168
3,16,M,60000,0.000025,0.690661
3,17,M,6000,0.000025,0.695480
3,18,M,85000,0.000027,0.691005
3,19,M,15000,0.000029,0.701904
3,20,F,27000,0.000029,0.682286
3,21,M,14000,0.000030,0.692458
3,22,M,84000,0.000031,0.687972
3,23,M,55000,0.000033,0.694275
3,24,M,88000,0.000035,0.692514
3,25,M,42000,0.000037,0.690601
3,26,M,47000,0.000039,0.691550
3,27,F,38000,0.000039,0.670842
3,28,M,54000,0.000040,0.700269
3,29,M,20000,0.000040,0.711169
3,30,M,61000,0.000042,0.718742
3,31,M,52000,0.000045,0.721232
3,32,F,55000,0.000046,0.693258
3,33,M,79000,0.000048,0.687599
3,34,F,95000,0.000048,0.642300
3,35,M,77000,0.000049,0.679016
3,36,F,92000,0.000049,0.635147
3,37,M,57000,0.000049,0.662327
3,38,F,61000,0.000051,0.633240
3,39,M,95000,0.000051,0.678539
3,40,M,63000,0.000052,0.708580
3,41,F,81000,0.000052,0.669956
3,42,M,8000,0.000053,0.673771
3,43,M,38000,0.000054,0.691891
3,44,M,67000,0.000056,0.681260
3,45,M,91000,0.000058,0.681983
3,46,F,8000,0.000059,0.678592
3,47,M,13000,0.000062,0.684102
3,48,M,59000,0.000064,0.689945
3,49,M,27000,0.000064,0.701079
3,50,F,27000,0.000065,0.689945
3,51,M,41000,0.000067,0.688252
3,52,F,15000,0.000067,0.682228
3,53,M,37000,0.000069,0.679212
3,54,M,46000,0.000072,0.679779
3,55,M,15000,0.000073,0.685501
3,56,M,100000,0.000075,0.689189
3,57,F,46000,0.000076,0.672477
3,58,F,88000,0.000077,0.640506
3,59,M,21000,0.000077,0.648135
3,60,F,47000,0.000078,0.631060
3,61,M,19000,0.000079,0.637963
3,62,M,98000,0.000080,0.673567
3,63,M,76000,0.000083,0.669306
3,64,F,13000,0.000084,0.664798
3,65,M,29000,0.000084,0.674855
3,66,M,4000,0.000085,0.676242
3,67,M,72000,0.000087,0.670723
3,68,F,97000,0.000087,0.638547
3,69,M,12000,0.000088,0.642528
3,70,F,4000,0.000089,0.641201
3,71,M,30000,0.000090,0.651152
3,72,M,13000,0.000091,0.655465
3,73,M,53000,0.000093,0.673045
3,74,M,32000,0.000094,0.683660
3,75,F,84000,0.000094,0.655796
3,76,M,93000,0.000095,0.686646
3,77,M,23000,0.000097,0.694275
3,78,M,69000,0.000100,0.687281
3,79,M,66000,0.000102,0.679932
3,80,F,54000,0.000102,0.663452
3,81,M,74000,0.000105,0.659649
3,82,F,77000,0.000105,0.637054
3,83,F,95000,0.000107,0.609178
3,84,M,92000,0.000107,0.636174
3,85,M,77000,0.000108,0.658769
3,86,F,92000,0.000108,0.631773
3,87,M,80000,0.000109,0.655248
3,88,F,62000,0.000109,0.637054
3,89,M,44000,0.000110,0.649966
3,90,F,19000,0.000111,0.644390
3,91,M,64000,0.000112,0.663170
3,92,M,75000,0.000114,0.659801
3,93,M,4000,0.000115,0.660932
3,94,F,30000,0.000116,0.652455
3,95,M,51000,0.000118,0.654741
3,96,F,37000,0.000120,0.644476
3,97,F,60000,0.000120,0.627830
3,98,M,70000,0.000123,0.624540
3,99,M,96000,0.000125,0.628197
3,100,F,4000,0.000125,0.627162
3,101,F,6000,0.000126,0.625610
3,102,F,12000,0.000126,0.622507
3,103,F,13000,0.000128,0.619145
3,104,F,14000,0.000128,0.615524
3,105,F,15000,0.000128,0.611645
3,106,F,16000,0.000129,0.607507
3,107,F,20000,0.000129,0.602334
3,108,F,21000,0.000130,0.596903
3,109,F,23000,0.000130,0.590955
3,110,F,29000,0.000131,0.583455
3,111,F,31000,0.000132,0.575437
3,112,F,32000,0.000132,0.567161
3,113,F,38000,0.000132,0.557334
3,114,F,41000,0.000133,0.546730
3,115,F,42000,0.000133,0.535868
3,116,F,44000,0.000134,0.524489
3,117,F,51000,0.000135,0.511299
3,118,F,52000,0.000136,0.497850
3,119,F,53000,0.000136,0.484143
3,120,F,57000,0.000136,0.469402
3,121,F,59000,0.000137,0.454143
3,122,F,63000,0.000137,0.437850
3,123,F,64000,0.000138,0.421298
3,124,F,66000,0.000138,0.404229
3,125,F,67000,0.000139,0.386901
3,126,F,69000,0.000140,0.369056
3,127,F,70000,0.000140,0.350952
3,128,F,72000,0.000141,0.332331
3,129,F,73000,0.000141,0.313452
3,130,F,74000,0.000142,0.294314
3,131,F,75000,0.000142,0.274917
3,132,F,76000,0.000153,0.255261
3,133,F,77000,0.000154,0.235347
3,134,F,79000,0.000154,0.214916
3,135,F,80000,0.000154,0.194226
3,136,F,85000,0.000156,0.172243
3,137,F,89000,0.000156,0.149226
3,138,F,91000,0.000156,0.125691
3,139,F,93000,0.000157,0.101639
3,140,F,96000,0.000157,0.076811
3,141,F,98000,0.000158,0.051466
3,142,F,99000,0.000158,0.025862
3,143,F,100000,0.000158,0.000000
